API,Param,ratio,doc2.1_parsed_rmv1,tfdoc2.2
tf.io.decode_jpeg.yaml,dct_method,0.9956709956709957,"An optional `string`. Defaults to `""""`. string specifying a hint about the algorithm used for decompression.  Defaults to """" which maps to a system-specific default.  Currently valid values are [""INTEGER_FAST"", ""INTEGER_ACCURATE""].  The hint may be ignored (e.g., the internal jpeg library changes to a version that does not have that specific option.)","An optional string. Defaults to """". string specifying a hint about the algorithm used for decompression. Defaults to """" which maps to a system-specific default. Currently valid values are [""INTEGER_FAST"", ""INTEGER_ACCURATE""]. The hint may be ignored (e.g., the internal jpeg library changes to a version that does not have that specific option.)"
tf.io.decode_jpeg.yaml,contents,0.9906542056074766,A `Tensor` of type `string`. 0-D.  The JPEG-encoded image.,A Tensor of type string. 0-D. The JPEG-encoded image.
tf.image.adjust_gamma.yaml,gamma,0.9777777777777777,A scalar or tensor. Non negative real number.,A scalar or tensor. Non-negative real number.
tf.math.unsorted_segment_mean.yaml,num_segments,0.991869918699187,An integer scalar `Tensor`.  The number of distinct segment IDs.,An integer scalar Tensor. The number of distinct segment IDs.
tf.random.poisson.yaml,dtype,0.9923664122137404,"The type of the output: `float16`, `float32`, `float64`, `int32` or`int64`.","The type of the output: float16, float32, float64, int32 or int64."
tf.random.poisson.yaml,seed,0.9090909090909091,A Python integer. Used to create a random seed for the distributions. See`tf.compat.v1.set_random_seed`for behavior.,A Python integer. Used to create a random seed for the distributions. See tf.random.set_seed for behavior.
tf.random.poisson.yaml,lam,0.9963369963369964,A Tensor or Python value or N-D array of type `dtype`.`lam` provides the rate parameter(s) describing the poisson distribution(s) to sample.,A Tensor or Python value or N-D array of type dtype. lam provides the rate parameter(s) describing the poisson distribution(s) to sample.
tf.image.random_brightness.yaml,seed,0.9946524064171123,A Python integer. Used to create a random seed. See`tf.compat.v1.set_random_seed` for behavior.,A Python integer. Used to create a random seed. See tf.compat.v1.set_random_seed for behavior.
tf.feature_column.sequence_categorical_column_with_vocabulary_list.yaml,default_value,0.9964912280701754,"The integer ID value to return for out-of-vocabulary feature values, defaults to `-1`. This can not be specified with a positive`num_oov_buckets`.","The integer ID value to return for out-of-vocabulary feature values, defaults to -1. This can not be specified with a positive num_oov_buckets."
tf.feature_column.sequence_categorical_column_with_vocabulary_list.yaml,num_oov_buckets,0.998272884283247,"Non-negative integer, the number of out-of-vocabulary buckets. All out-of-vocabulary inputs will be assigned IDs in the range`[len(vocabulary_list), len(vocabulary_list)+num_oov_buckets)` based on a hash of the input value. A positive `num_oov_buckets` can not be specified with `default_value`.","Non-negative integer, the number of out-of-vocabulary buckets. All out-of-vocabulary inputs will be assigned IDs in the range [len(vocabulary_list), len(vocabulary_list)+num_oov_buckets) based on a hash of the input value. A positive num_oov_buckets can not be specified with default_value."
tf.math.exp.yaml,x,0.9855072463768116,"A `Tensor`. Must be one of the following types: `bfloat16`, `half`, `float32`, `float64`, `complex64`, `complex128`.","A tf.Tensor. Must be one of the following types: bfloat16, half, float32, float64, complex64, complex128."
tf.signal.fftshift.yaml,axes,0.9947089947089947,"`int` or shape `tuple`, optional Axes over which to shift.  Default is None, which shifts all axes.","int or shape tuple, optional Axes over which to shift. Default is None, which shifts all axes."
tf.math.bessel_i0.yaml,x,0.9940828402366864,"A `Tensor` or `SparseTensor`. Must be one of the following types: `half`,`float32`, `float64`.","A Tensor or SparseTensor. Must be one of the following types: half, float32, float64."
tf.data.experimental.group_by_reducer.yaml,key_func,0.9967637540453075,A function mapping a nested structure of tensors (having shapes and types defined by `self.output_shapes` and`self.output_types`) to a scalar `tf.int64` tensor.,A function mapping a nested structure of tensors (having shapes and types defined by self.output_shapes and self.output_types) to a scalar tf.int64 tensor.
tf.nn.conv3d_transpose.yaml,filters,0.9967637540453075,"A 5-D `Tensor` with the same type as `value` and shape `[height, width, output_channels, in_channels]`.  `filter`'s `in_channels` dimension must match that of `value`.","A 5-D Tensor with the same type as value and shape [height, width, output_channels, in_channels]. filter's in_channels dimension must match that of value."
tf.nn.conv3d_transpose.yaml,strides,0.9984301412872841,"An int or list of `ints` that has length `1`, `3` or `5`.  The stride of the sliding window for each dimension of `input`. If a single value is given it is replicated in the `D`, `H` and `W` dimension. By default the `N` and `C` dimensions are set to 0. The dimension order is determined by the value of `data_format`, see below for details.","An int or list of ints that has length 1, 3 or 5. The stride of the sliding window for each dimension of input. If a single value is given it is replicated in the D, H and W dimension. By default the N and C dimensions are set to 0. The dimension order is determined by the value of data_format, see below for details."
tf.quantization.quantized_concat.yaml,concat_dim,0.990990990990991,"A `Tensor` of type `int32`. 0-D.  The dimension along which to concatenate.  Must be in the range [0, rank(values)).","A Tensor of type int32. 0-D. The dimension along which to concatenate. Must be in the range [0, rank(values))."
tf.estimator.classifier_parse_example_spec.yaml,label_dtype,0.995,"A `tf.dtype` identifies the type of labels. By default it is`tf.int64`. If user defines a `label_vocabulary`, this should be set as`tf.string`. `tf.float32` labels are only supported for binary classification.","A tf.dtype identifies the type of labels. By default it is tf.int64. If user defines a label_vocabulary, this should be set as tf.string. tf.float32 labels are only supported for binary classification."
tf.estimator.classifier_parse_example_spec.yaml,label_default,0.9974747474747475,"used as label if label_key does not exist in given tf.Example. An example usage: let's say `label_key` is 'clicked' and tf.Example contains clicked data only for positive examples in following format `key:clicked, value:1`. This means that if there is no data with key 'clicked' it should count as negative example by setting`label_deafault=0`. Type of this value should be compatible with`label_dtype`.","used as label if label_key does not exist in given tf.Example. An example usage: let's say label_key is 'clicked' and tf.Example contains clicked data only for positive examples in following format key:clicked, value:1. This means that if there is no data with key 'clicked' it should count as negative example by setting label_deafault=0. Type of this value should be compatible with label_dtype."
tf.estimator.classifier_parse_example_spec.yaml,weight_column,0.9977973568281938,"A string or a `NumericColumn` created by`tf.feature_column.numeric_column` defining feature column representing weights. It is used to down weight or boost examples during training. It will be multiplied by the loss of the example. If it is a string, it is used as a key to fetch weight tensor from the `features`. If it is a`NumericColumn`, raw tensor is fetched by key `weight_column.key`, then weight_column.normalizer_fn is applied on it to get weight tensor.","A string or a NumericColumn created by tf.feature_column.numeric_column defining feature column representing weights. It is used to down weight or boost examples during training. It will be multiplied by the loss of the example. If it is a string, it is used as a key to fetch weight tensor from the features. If it is a NumericColumn, raw tensor is fetched by key weight_column.key, then weight_column.normalizer_fn is applied on it to get weight tensor."
tf.keras.backend.binary_crossentropy.yaml,from_logits,0.995850622406639,"Whether `output` is expected to be a logits tensor. By default, we consider that `output`encodes a probability distribution.","Whether output is expected to be a logits tensor. By default, we consider that output encodes a probability distribution."
tf.nn.ctc_greedy_decoder.yaml,merge_repeated,0.9787234042553191,Boolean.  Default: True.,Boolean. Default: True.
tf.nn.ctc_greedy_decoder.yaml,sequence_length,0.9929078014184397,"1-D `int32` vector containing sequence lengths, having size`[batch_size]`.","1-D int32 vector containing sequence lengths, having size [batch_size]."
tf.estimator.experimental.stop_if_no_decrease_hook.yaml,run_every_secs,0.993006993006993,"If specified, calls `should_stop_fn` at an interval of`run_every_secs` seconds. Defaults to 60 seconds. Either this or`run_every_steps` must be set.","If specified, calls should_stop_fn at an interval of run_every_secs seconds. Defaults to 60 seconds. Either this or run_every_steps must be set."
tf.estimator.experimental.stop_if_no_decrease_hook.yaml,run_every_steps,0.995260663507109,"If specified, calls `should_stop_fn` every`run_every_steps` steps. Either this or `run_every_secs` must be set.","If specified, calls should_stop_fn every run_every_steps steps. Either this or run_every_secs must be set."
tf.register_tensor_conversion_function.yaml,base_type,0.9938650306748467,The base type or tuple of base types for all objects that`conversion_func` accepts.,The base type or tuple of base types for all objects that conversion_func accepts.
tf.register_tensor_conversion_function.yaml,conversion_func,0.991304347826087,A function that converts instances of `base_type` to`Tensor`.,A function that converts instances of base_type to Tensor.
tf.image.extract_glimpse.yaml,input,0.994535519125683,"A `Tensor` of type `float32`. A 4-D float tensor of shape`[batch_size, height, width, channels]`.","A Tensor of type float32. A 4-D float tensor of shape [batch_size, height, width, channels]."
tf.image.extract_glimpse.yaml,size,0.997134670487106,"A `Tensor` of type `int32`. A 1-D tensor of 2 elements containing the size of the glimpses to extract.  The glimpse height must be specified first, following by the glimpse width.","A Tensor of type int32. A 1-D tensor of 2 elements containing the size of the glimpses to extract. The glimpse height must be specified first, following by the glimpse width."
